Flight_no,Departure_airport,Arrival_Airport,Aircraft,Flight_time,standard_Departure,Standard_arrival,Latitude,Longitude,Airline,time_block
AB6748,Dusseldorf (DUS),Hamburg (HAM),AT75,3480,14:30,15:30,53.63,10,Air Berlin,16
EW7865,Naples (NAP),Hamburg (HAM),A319,8400,13:00,15:30,53.63,10,Eurowings,16
SK649,Copenhagen (CPH),Hamburg (HAM),AT76,2460,14:45,15:45,53.63,10,SAS,16
HG3265,Palma de Mallorca (PMI),Hamburg (HAM),A321,9240,17:10,19:50,53.63,10,Niki,20
LH20,Frankfurt (FRA),Hamburg (HAM),A319,3060,15:00,16:05,53.63,10,Lufthansa,16
LH2074,Munich (MUC),Hamburg (HAM),A321,3840,15:00,16:15,53.63,10,Lufthansa,16
BA974,London (LHR),Hamburg (HAM),A319,4320,13:40,16:20,53.63,10,British Airways,16
HG3393,Tenerife (TFS),Hamburg (HAM),A321,16560,10:50,16:30,53.63,10,Niki,16
U23498,Krakow (KRK),Hamburg (HAM),A319,4740,15:00,16:35,53.63,10,EasyJet,16
4U2040,Stuttgart (STR),Hamburg (HAM),A319,3720,15:25,16:40,53.63,10,Germanwings,16
U23452,Zurich (ZRH),Hamburg (HAM),A319,4920,15:05,16:40,53.63,10,EasyJet,16
4U34,Cologne (CGN),Hamburg (HAM),A319,3120,15:45,16:50,53.63,10,Germanwings,16
EW7521,Barcelona (BCN),Hamburg (HAM),A320,8400,14:15,16:55,53.63,10,Eurowings,18
EW9036,Dusseldorf (DUS),Hamburg (HAM),A319,2460,16:00,16:55,53.63,10,Eurowings,18
EW7659,Thessaloniki (SKG),Hamburg (HAM),A320,9720,15:15,16:55,53.63,10,Eurowings,16
AB6306,Munich (MUC),Hamburg (HAM),A321,3660,15:40,17:00,53.63,10,Air Berlin,18
LH22,Frankfurt (FRA),Hamburg (HAM),A320,3000,16:00,17:05,53.63,10,Lufthansa,18
AF1510,Paris (CDG),Hamburg (HAM),A321,4620,15:40,17:10,53.63,10,Air France,18
EW7763,Zurich (ZRH),Hamburg (HAM),A320,5040,15:45,17:10,53.63,10,Eurowings,18
LH2076,Munich (MUC),Hamburg (HAM),A320,4080,16:00,17:15,53.63,10,Lufthansa,18
4U7463,London (LHR),Hamburg (HAM),A319,3900,14:50,17:25,53.63,10,Germanwings,18
TK1663,Istanbul (IST),Hamburg (HAM),A321,10080,15:15,17:30,53.63,10,Turkish Airlines,18
EW7587,Istanbul (IST),Hamburg (HAM),A321,9600,15:40,17:10,53.63,10,Eurowings,16
EW7053,Palma de Mallorca (PMI),Hamburg (HAM),A320,8640,14:45,17:35,53.63,10,Eurowings,18
EW7985,Funchal (FNC),Hamburg (HAM),A319,16440,11:55,17:25,53.63,10,Eurowings,18
KL1783,Split (SPU),Hamburg (HAM),A319,6660,13:00,15:05,53.63,10,KLM,14
BA968,London (LHR),Hamburg (HAM),A319,3900,15:10,17:50,53.63,10,British Airways,18
4U7779,Prague (PRG),Hamburg (HAM),A319,3180,16:45,18:00,53.63,10,Germanwings,18
LH24,Frankfurt (FRA),Hamburg (HAM),A321,3000,17:00,18:05,53.63,10,Lufthansa,18
HG7633,Palma de Mallorca (PMI),Hamburg (HAM),B738,9300,15:15,17:55,53.63,10,Niki,18
EW7815,Catania (CTA),Hamburg (HAM),A320,9540,15:10,18:10,53.63,10,Eurowings,18
LH2078,Munich (MUC),Hamburg (HAM),A320,3840,17:00,18:15,53.63,10,Lufthansa,18
SK2647,Stockholm (ARN),Hamburg (HAM),CRJ9,4560,16:50,18:25,53.63,10,SAS,18
4U7645,Rhodes (RHO),Hamburg (HAM),A319,12540,15:25,18:20,53.63,10,Germanwings,18
AY855,Helsinki (HEL),Hamburg (HAM),E190,6060,17:30,18:30,53.63,10,Finnair,18
SN2627,Brussels (BRU),Hamburg (HAM),SU95,3420,17:20,18:30,53.63,10,Brussels Airlines,20
AB6756,Dusseldorf (DUS),Hamburg (HAM),AT75,3840,17:30,18:30,53.63,10,Air Berlin,20
LH26,Frankfurt (FRA),Hamburg (HAM),A321,3000,17:30,18:35,53.63,10,Lufthansa,18
4U7033,Cologne (CGN),Hamburg (HAM),A319,2580,17:30,18:35,53.63,10,Germanwings,18
4U7043,Stuttgart (STR),Hamburg (HAM),A319,3660,17:25,18:40,53.63,10,Germanwings,18
SK651,Copenhagen (CPH),Hamburg (HAM),AT76,2700,17:45,18:45,53.63,10,SAS,18
LO393,Warsaw (WAW),Hamburg (HAM),DH8D,4980,17:05,18:55,53.63,10,LOT,18
LH28,Frankfurt (FRA),Hamburg (HAM),A321,2820,18:00,19:05,53.63,10,Lufthansa,20
FR6405,Sofia (SOF),Hamburg (HAM),B738,8700,17:30,19:05,53.63,10,Ryanair,20
OS171,Vienna (VIE),Hamburg (HAM),A320,4380,17:30,19:10,53.63,10,Austrian Airlines,20
BT253,Riga (RIX),Hamburg (HAM),DH8D,5940,18:05,19:10,53.63,10,Air Baltic,18
LH2080,Munich (MUC),Hamburg (HAM),A320,3840,18:00,19:15,53.63,10,Lufthansa,20
LG9563,Saarbrucken (SCN),Hamburg (HAM),DH8D,4620,18:00,19:15,53.63,10,Luxair,20
LX1054,Zurich (ZRH),Hamburg (HAM),A320,4620,17:50,19:20,53.63,10,Edelweiss Air,20
AB6308,Munich (MUC),Hamburg (HAM),A320,3600,18:20,19:40,53.63,10,Air Berlin,20
FR7197,Palma de Mallorca (PMI),Hamburg (HAM),B738,9840,15:35,18:20,53.63,10,Ryanair,18
EK61,Dubai (DXB),Hamburg (HAM),B77W,22260,15:10,19:55,53.63,10,Emirates,20
OK544,Prague (PRG),Hamburg (HAM),A319,3240,18:50,20:00,53.63,10,Czech Airlines,20
LH30,Frankfurt (FRA),Hamburg (HAM),A321,3060,19:00,20:05,53.63,10,Lufthansa,20
4U30,Cologne (CGN),Hamburg (HAM),A319,2220,19:05,20:10,53.63,10,Germanwings,20
SX206,Bern (BRN),Hamburg (HAM),D328,6720,18:30,20:15,53.63,10,SkyWork Airlines,20
LH2082,Munich (MUC),Hamburg (HAM),A320,3900,19:00,20:15,53.63,10,Lufthansa,20
EW9038,Dusseldorf (DUS),Hamburg (HAM),A319,2280,19:20,20:15,53.63,10,Eurowings,20
4U2048,Stuttgart (STR),Hamburg (HAM),A319,3660,19:10,20:25,53.63,10,Germanwings,22
FR9204,Porto (OPO),Hamburg (HAM),B738,9960,16:25,20:30,53.63,10,Ryanair,20
U21027,Basel (BSL),Hamburg (HAM),A319,5040,19:10,20:40,53.63,10,EasyJet,20
BM1837,Bristol (BRS),Hamburg (HAM),E145,5220,18:15,20:50,53.63,10,BMI Regional,22
AB6310,Munich (MUC),Hamburg (HAM),A321,3780,19:40,21:00,53.63,10,Air Berlin,22
LH32,Frankfurt (FRA),Hamburg (HAM),A320,3000,20:00,21:05,53.63,10,Lufthansa,22
BA972,London (LHR),Hamburg (HAM),A320,4320,18:30,21:10,53.63,10,British Airways,22
U23450,Milan (MXP),Hamburg (HAM),A319,6000,19:30,21:10,53.63,10,EasyJet   ,22
LH2084,Munich (MUC),Hamburg (HAM),A320,3600,20:00,21:15,53.63,10,Lufthansa,22
EW7185,Amsterdam (AMS),Hamburg (HAM),A320,2280,20:15,21:15,53.63,10,Eurowings,22
U28347,London (LGW),Hamburg (HAM),A319,4560,18:35,21:15,53.63,10,EasyJet,22
U22323,London (LTN),Hamburg (HAM),A319,4620,18:50,21:20,53.63,10,EasyJet,22
TK1667,Istanbul (IST),Hamburg (HAM),A321,9780,19:05,21:20,53.63,10,Turkish Airlines,22
FR5072,Thessaloniki (SKG),Hamburg (HAM),B738,9300,19:35,21:25,53.63,10,Ryanair,22
EW7751,Vienna (VIE),Hamburg (HAM),A320,4380,20:00,21:30,53.63,10,Eurowings,22
LH36,Frankfurt (FRA),Hamburg (HAM),A319,2700,20:30,21:35,53.63,10,Lufthansa,22
4U7065,Dusseldorf (DUS),Hamburg (HAM),A319,2160,20:45,21:40,53.63,10,Germanwings,22
EW7219,Stockholm (ARN),Hamburg (HAM),A319,4080,20:05,21:40,53.63,10,Eurowings,22
EW7199,Oslo (OSL),Hamburg (HAM),A319,3900,20:15,21:40,53.63,10,Eurowings,22
EW7765,Zurich (ZRH),Hamburg (HAM),A320,4980,20:20,21:45,53.63,10,Eurowings,22
FR1520,London (STN),Hamburg (HAM),B738,4320,19:00,21:30,53.63,10,Ryanair,22
U23460,Nice (NCE),Hamburg (HAM),A320,7020,19:45,21:50,53.63,10,EasyJet,0
U23478,Thessaloniki (SKG),Hamburg (HAM),A319,9420,19:55,21:50,53.63,10,EasyJet,22
4U7407,Paris (CDG),Hamburg (HAM),A319,4500,20:25,21:50,53.63,10,Germanwings,22
EW7037,Cologne (CGN),Hamburg (HAM),A319,2580,21:05,22:10,53.63,10,Eurowings,22
TP566,Lisbon (LIS),Hamburg (HAM),A320,10800,18:00,22:15,53.63,10,TAP Portugal,22
4U7049,Stuttgart (STR),Hamburg (HAM),A319,3840,21:00,22:15,53.63,10,Germanwings,22
DE1441,Fuerteventura (FUE),Hamburg (HAM),B753,16080,16:35,22:20,53.63,10,Condor,22
AF1610,Paris (CDG),Hamburg (HAM),A318,4440,20:55,22:25,53.63,10,Air France,22
EW7345,Manchester (MAN),Hamburg (HAM),A319,4560,19:50,22:25,53.63,10,Eurowings,22
OS167,Vienna (VIE),Hamburg (HAM),A320,4380,20:45,22:25,53.63,10,Austrian Airlines,22
EW7827,Milan (MXP),Hamburg (HAM),A319,5460,20:55,22:35,53.63,10,Eurowings,0
LH34,Frankfurt (FRA),Hamburg (HAM),A321,2760,21:30,22:35,53.63,10,Lufthansa,22
SK647,Copenhagen (CPH),Hamburg (HAM),A319,1860,21:55,22:45,53.63,10,SAS,22
LH2086,Munich (MUC),Hamburg (HAM),A321,3600,21:30,22:45,53.63,10,Lufthansa,22
AB6742,Dusseldorf (DUS),Hamburg (HAM),A320,2100,06:15,07:15,53.63,10,Air Berlin,8
AB6296,Munich (MUC),Hamburg (HAM),A320,3540,06:00,07:20,53.63,10,Air Berlin,8
EW9030,Dusseldorf (DUS),Hamburg (HAM),A319,1980,06:40,07:35,53.63,10,Eurowings,8
UA864,New York (EWR),Hamburg (HAM),B763,24720,17:35,07:20,53.63,10,United Airlines,8
LH2058,Munich (MUC),Hamburg (HAM),A321,3420,06:30,07:45,53.63,10,Lufthansa,8
4U2044,Stuttgart (STR),Hamburg (HAM),A319,3180,08:00,09:15,53.63,10,Germanwings,8
U21023,Basel (BSL),Hamburg (HAM),A320,4620,06:30,08:00,53.63,10,EasyJet,8
4U32,Cologne (CGN),Hamburg (HAM),A319,2640,07:00,08:05,53.63,10,Germanwings,8
LH2,Frankfurt (FRA),Hamburg (HAM),A320,2760,07:00,08:05,53.63,10,Lufthansa,8
LH2060,Munich (MUC),Hamburg (HAM),A319,3480,07:00,08:15,53.63,10,Lufthansa,8
KL1777,Amsterdam (AMS),Hamburg (HAM),E190,2220,07:10,08:15,53.63,10,KLM Cityhopper,8
BT251,Riga (RIX),Hamburg (HAM),DH8D,6780,07:20,08:25,53.63,10,Air Baltic,8
LG9561,Saarbrucken (SCN),Hamburg (HAM),DH8D,3840,07:15,08:30,53.63,10,Luxair,8
OK543,Gothenburg (GOT),Hamburg (HAM),A319,2760,07:30,08:35,53.63,10,Czech Airlines,8
LH4,Frankfurt (FRA),Hamburg (HAM),A320,2520,07:30,08:35,53.63,10,Lufthansa,8
AB6298,Munich (MUC),Hamburg (HAM),A320,3480,07:25,08:45,53.63,10,Air Berlin,8
LX1050,Zurich (ZRH),Hamburg (HAM),A321,4320,07:20,08:50,53.63,10,Swiss,8
0B139,Bucharest (OTP),Hamburg (HAM),B734,8280,07:00,08:45,53.63,10,Blue Air,8
AY851,Helsinki (HEL),Hamburg (HAM),E190,6000,07:50,08:50,53.63,10,Finnair   ,8
SK1641,Copenhagen (CPH),Hamburg (HAM),A320,1740,08:00,08:55,53.63,10,SAS,10
OS175,Vienna (VIE),Hamburg (HAM),A320,4320,07:15,08:55,53.63,10,Austrian Airlines,8
EW7061,Dusseldorf (DUS),Hamburg (HAM),A319,2520,08:10,09:05,53.63,10,Eurowings,10
LH6,Frankfurt (FRA),Hamburg (HAM),A320,2580,08:00,09:05,53.63,10,Lufthansa,8
LH2062,Munich (MUC),Hamburg (HAM),A321,3600,08:00,09:15,53.63,10,Lufthansa,10
FR3501,Manchester (MAN),Hamburg (HAM),B738,4800,06:40,09:15,53.63,10,Ryanair,10
FR128,Barcelona (BCN),Hamburg (HAM),B738,8100,06:25,09:15,53.63,10,Ryanair,8
EW7181,Amsterdam (AMS),Hamburg (HAM),A319,2580,08:15,09:15,53.63,10,Eurowings,10
SU6653,St. Petersburg (LED),Hamburg (HAM),A319,7200,14:40,16:00,53.63,10,Rossiya,16
4U7057,Nurnberg (NUE),Hamburg (HAM),A319,2940,08:20,09:30,53.63,10,Germanwings,10
AF1410,Paris (CDG),Hamburg (HAM),A320,4080,08:00,09:30,53.63,10,Air France,10
AB6740,Dusseldorf (DUS),Hamburg (HAM),AT75,3360,08:30,09:30,53.63,10,Air Berlin,10
TK1661,Istanbul (IST),Hamburg (HAM),A321,9960,07:30,09:40,53.63,10,Turkish Airlines,10
4U7235,Karlsruhe/Baden-Baden (FKB),Hamburg (HAM),A319,3660,08:30,09:45,53.63,10,Germanwings,10
EW7047,Stuttgart (STR),Hamburg (HAM),A320,3300,08:30,09:45,53.63,10,Eurowings,10
EW7039,Cologne (CGN),Hamburg (HAM),A320,2700,08:40,09:45,53.63,10,Eurowings,10
BA964,London (LHR),Hamburg (HAM),A319,4080,07:10,09:45,53.63,10,British Airways,10
EI392,Dublin (DUB),Hamburg (HAM),A320,5160,06:50,09:50,53.63,10,Aer Lingus,10
SK2645,Stockholm (ARN),Hamburg (HAM),CRJ9,4380,08:20,09:55,53.63,10,SAS,10
FR2901,Brussels (BRU),Hamburg (HAM),B738,3480,08:35,09:55,53.63,10,Ryanair,10
FR2218,Valencia (VLC),Hamburg (HAM),B738,9720,07:10,09:55,53.63,10,Ryanair,10
LH8,Frankfurt (FRA),Hamburg (HAM),A20N,2760,09:00,10:05,53.63,10,Lufthansa,10
FR7185,Palma de Mallorca (PMI),Hamburg (HAM),B738,8880,07:25,10:10,53.63,10,Ryanair,10
LH2064,Munich (MUC),Hamburg (HAM),A319,3660,09:00,10:15,53.63,10,Lufthansa,10
FR2941,Lisbon (LIS),Hamburg (HAM),B738,10920,06:00,10:20,53.63,10,Ryanair,10
FR1518,London (STN),Hamburg (HAM),B738,3900,07:50,10:20,53.63,10,Ryanair,10
EW7403,Paris (CDG),Hamburg (HAM),A319,4080,08:55,10:20,53.63,10,Eurowings,10
EW7215,Stockholm (ARN),Hamburg (HAM),A319,4680,08:45,10:20,53.63,10,Eurowings,10
LO399,Warsaw (WAW),Hamburg (HAM),E170,4380,08:35,10:25,53.63,10,LOT,10
EW7031,Stuttgart (STR),Hamburg (HAM),A320,3960,09:10,10:25,53.63,10,Eurowings,10
4U7761,Zurich (ZRH),Hamburg (HAM),A319,3720,09:05,10:30,53.63,10,Germanwings,10
EW7753,Vienna (VIE),Hamburg (HAM),A320,4800,09:05,10:35,53.63,10,Eurowings,10
SN2623,Brussels (BRU),Hamburg (HAM),A319,3180,09:25,10:40,53.63,10,Brussels Airlines,10
4U7961,Pula (PUY),Hamburg (HAM),A319,6240,08:50,10:45,53.63,10,Germanwings,10
U28343,London (LGW),Hamburg (HAM),A319,4080,08:15,10:50,53.63,10,EasyJet,12
DE1771,Larnaca (LCA),Hannover (HAJ),A320,15060,21:00,00:15,52.461,9.7,Thomas Cook Airlines,0
X32149,Fuerteventura (FUE),Hannover (HAJ),B738,17340,20:15,01:55,52.461,9.7,TUI fly,2
HG7659,Palma de Mallorca (PMI),Hannover (HAJ),B738,8400,22:15,00:45,52.461,9.7,Niki,0
X32263,Las Palmas (LPA),Hannover (HAJ),B738,10740,20:05,01:50,52.461,9.7,TUI fly   ,2
W21251,Antalya (AYT),Hannover (HAJ),B738,10080,23:35,02:25,52.461,9.7,Flex Flight,2
XQ232,Antalya (AYT),Hannover (HAJ),B738,13140,23:50,02:40,52.461,9.7,SunExpress,2
EW2052,Stuttgart (STR),Hannover (HAJ),A319,2040,06:50,07:45,52.461,9.7,Eurowings   ,8
LH2090,Munich (MUC),Hannover (HAJ),A321,3000,06:40,07:45,52.461,9.7,Lufthansa   ,8
LH46,Frankfurt (FRA),Hannover (HAJ),A319,2100,07:00,07:50,52.461,9.7,Lufthansa,8
LX814,Zurich (ZRH),Hannover (HAJ),F100,3840,07:35,09:00,52.461,9.7,Swiss,8
TK1553,Istanbul (IST),Hannover (HAJ),A321,9660,06:55,09:05,52.461,9.7,Turkish Airlines,8
SK669,Copenhagen (CPH),Hannover (HAJ),AT76,3240,08:05,09:20,52.461,9.7,SAS,10
LH2092,Munich (MUC),Hannover (HAJ),A319,2700,08:35,09:40,52.461,9.7,Lufthansa,10
X34525,Corfu (CFU),Hannover (HAJ),B738,10140,08:10,09:50,52.461,9.7,TUI fly,10
LH48,Frankfurt (FRA),Hannover (HAJ),A20N,2160,09:05,09:55,52.461,9.7,Lufthansa,10
AF1338,Paris (CDG),Hannover (HAJ),E170,3900,08:30,10:00,52.461,9.7,HOP!,10
KL1903,Amsterdam (AMS),Hannover (HAJ),E190,2340,09:25,10:20,52.461,9.7,KLM Cityhopper,10
BA976,London (LHR),Hannover (HAJ),A319,3840,08:00,10:30,52.461,9.7,British Airways,10
SN2633,Brussels (BRU),Hannover (HAJ),E145,2940,09:20,10:30,52.461,9.7,BMI Regional,10
X34107,Heraklion (HER),Hannover (HAJ),B738,11940,19:40,22:10,52.461,9.7,TUI fly,22
LH50,Frankfurt (FRA),Hannover (HAJ),A319,2340,09:55,10:45,52.461,9.7,Lufthansa,10
4U3751,Vienna (VIE),Hannover (HAJ),A319,5040,09:15,10:45,52.461,9.7,Germanwings,10
DE1535,Palma de Mallorca (PMI),Hannover (HAJ),A321,8820,08:15,10:50,52.461,9.7,Condor,10
4U3371,London (STN),Hannover (HAJ),A319,3600,09:00,11:15,52.461,9.7,Germanwings,12
X34313,Rhodes (RHO),Hannover (HAJ),B738,11520,10:30,13:05,52.461,9.7,TUI fly   ,12
EW2056,Stuttgart (STR),Hannover (HAJ),A320,2760,10:40,11:35,52.461,9.7,Eurowings,12
SU2342,Moscow (SVO),Hannover (HAJ),A321,9180,10:40,12:40,52.461,9.7,Aeroflot,12
TK1551,Istanbul (IST),Hannover (HAJ),B739,9420,10:40,12:45,52.461,9.7,Turkish Airlines,12
LH2094,Munich (MUC),Hannover (HAJ),A320,3060,11:30,12:35,52.461,9.7,Lufthansa,12
DE605,Antalya (AYT),Hannover (HAJ),A320,11820,10:30,13:10,52.461,9.7,Thomas Cook Airlines,12
X32945,Ibiza (IBZ),Hannover (HAJ),B738,7680,11:00,13:40,52.461,9.7,TUI fly,14
LH52,Frankfurt (FRA),Hannover (HAJ),A319,2160,13:15,14:05,52.461,9.7,Lufthansa,14
VY1890,Barcelona (BCN),Hannover (HAJ),A320,8880,11:30,14:05,52.461,9.7,Vueling,14
LX816,Zurich (ZRH),Hannover (HAJ),F100,3780,12:50,14:10,52.461,9.7,Helvetic Airways,14
KL1909,Amsterdam (AMS),Hannover (HAJ),F70,2340,13:15,14:15,52.461,9.7,KLM Cityhopper,14
AF1638,Paris (CDG),Hannover (HAJ),E170,3900,13:05,14:35,52.461,9.7,HOP!,14
LH2096,Munich (MUC),Hannover (HAJ),A319,3120,14:15,15:20,52.461,9.7,Lufthansa,16
BE7303,Manchester (MAN),Hannover (HAJ),DH8D,5280,13:25,16:15,52.461,9.7,Flybe,16
4U3863,Naples (NAP),Hannover (HAJ),A319,7500,14:15,16:25,52.461,9.7,Germanwings,16
EW5804,Vienna (VIE),Hannover (HAJ),A320,4380,15:00,16:35,52.461,9.7,Eurowings,16
4U2050,Stuttgart (STR),Hannover (HAJ),A319,2400,15:45,16:40,52.461,9.7,Germanwings,16
XG2898,Lanzarote (ACE),Hannover (HAJ),B738,16260,11:10,16:45,52.461,9.7,SunExpress,16
X32315,Palma de Mallorca (PMI),Hannover (HAJ),B738,9240,22:00,00:40,52.461,9.7,TUI fly   ,0
EW6850,Palma de Mallorca (PMI),Hannover (HAJ),A320,8640,07:45,10:15,52.461,9.7,Germanwings,10
KL1911,Amsterdam (AMS),Hannover (HAJ),F70,1860,16:50,17:45,52.461,9.7,KLM Cityhopper,18
LH54,Frankfurt (FRA),Hannover (HAJ),A320,2280,17:10,18:00,52.461,9.7,Lufthansa,18
4U3561,Ibiza (IBZ),Hannover (HAJ),A319,9180,15:10,18:00,52.461,9.7,Germanwings,18
SK1667,Copenhagen (CPH),Hannover (HAJ),AT76,3300,17:05,18:20,52.461,9.7,SAS,18
SN2637,Brussels (BRU),Hannover (HAJ),DH8D,3540,17:15,18:25,52.461,9.7,Brussels Airlines,20
TK1555,Istanbul (IST),Hannover (HAJ),A321,9420,17:00,19:00,52.461,9.7,Turkish Airlines,18
LX828,Zurich (ZRH),Hannover (HAJ),B77W,3600,17:45,19:00,52.461,9.7,Swiss,20
LH2100,Munich (MUC),Hannover (HAJ),A320,3120,18:05,19:10,52.461,9.7,Lufthansa,20
BA978,London (LHR),Hannover (HAJ),A319,3900,17:10,19:45,52.461,9.7,British Airways,20
AF1838,Paris (CDG),Hannover (HAJ),RJ85,4020,18:20,19:55,52.461,9.7,CityJet,20
LH2102,Munich (MUC),Hannover (HAJ),A319,3060,18:55,20:00,52.461,9.7,Lufthansa,20
EW2054,Stuttgart (STR),Hannover (HAJ),A320,2760,19:30,20:25,52.461,9.7,Eurowings,20
BE437,Birmingham (BHX),Hannover (HAJ),DH8D,5520,18:15,20:55,52.461,9.7,Flybe,20
X32831,Funchal (FNC),Hannover (HAJ),B738,13980,15:45,21:00,52.461,9.7,TUI fly,22
BE7326,Milan (MXP),Hannover (HAJ),DH8D,5700,19:25,21:10,52.461,9.7,Flybe,22
KL1915,Amsterdam (AMS),Hannover (HAJ),F70,2340,20:35,21:35,52.461,9.7,KLM,22
SN2639,Brussels (BRU),Hannover (HAJ),E145,3060,20:45,21:55,52.461,9.7,Brussels Airlines,22
SK1669,Copenhagen (CPH),Hannover (HAJ),AT76,3480,20:45,22:00,52.461,9.7,SAS,22
AF1438,Paris (CDG),Hannover (HAJ),E170,4200,20:40,22:05,52.461,9.7,Air France,22
X36215,Agadir (AGA),Hannover (HAJ),B738,14220,16:50,22:05,52.461,9.7,TUI fly   ,22
LX818,Zurich (ZRH),Hannover (HAJ),F100,3840,20:55,22:10,52.461,9.7,Helvetic Airways,22
4U3759,Vienna (VIE),Hannover (HAJ),A319,4680,20:45,22:15,52.461,9.7,Germanwings,22
LH58,Frankfurt (FRA),Hannover (HAJ),A321,1980,21:50,22:40,52.461,9.7,Lufthansa,22
DE1495,La Palma (SPC),Hannover (HAJ),A320,17820,16:55,22:45,52.461,9.7,Thomas Cook Airlines,22
LH2104,Munich (MUC),Hannover (HAJ),A320,3180,21:50,22:55,52.461,9.7,Lufthansa,0
BA970,London (LHR),Hannover (HAJ),A319,3900,20:35,23:10,52.461,9.7,British Airways   ,22
HG7683,Palma de Mallorca (PMI),Hannover (HAJ),B737,8460,20:55,23:25,52.461,9.7,Niki,0
4U7234,Hamburg (HAM),Hannover (HAJ),A319,1320,22:20,23:00,52.461,9.7,Germanwings,22
W62307,Budapest (BUD),Karlsruhe/Baden-Baden (FKB),A320,5100,06:20,08:05,48.801,8.1,Wizz Air,8
AB6633,Berlin (TXL),Karlsruhe/Baden-Baden (FKB),DH8D,3660,08:50,10:10,48.801,8.1,Air Berlin,10
HG7653,Palma de Mallorca (PMI),Karlsruhe/Baden-Baden (FKB),B738,6360,08:40,10:40,48.801,8.1,Niki,10
FR5195,Luqa (MLA),Karlsruhe/Baden-Baden (FKB),B738,8820,09:35,12:20,48.801,8.1,Ryanair,12
FR5157,Malaga (AGP),Karlsruhe/Baden-Baden (FKB),B738,9060,09:55,12:50,48.801,8.1,Ryanair,12
AB6637,Berlin (TXL),Karlsruhe/Baden-Baden (FKB),DH8D,4260,13:05,14:30,48.801,8.1,Air Berlin,16
FR9772,London (STN),Karlsruhe/Baden-Baden (FKB),B738,3900,14:00,16:35,48.801,8.1,Ryanair,16
TK1443,Istanbul (IST),Karlsruhe/Baden-Baden (FKB),A319,9360,14:50,16:55,48.801,8.1,Turkish Airlines,16
FR9623,Rome (CIA),Karlsruhe/Baden-Baden (FKB),B738,5280,15:50,17:35,48.801,8.1,Ryanair,18
AB6641,Berlin (TXL),Karlsruhe/Baden-Baden (FKB),DH8D,3780,17:15,18:40,48.801,8.1,Air Berlin,18
4U7238,Hamburg (HAM),Karlsruhe/Baden-Baden (FKB),A319,2940,19:00,20:15,48.801,8.1,Germanwings,20
FR9054,Alicante (ALC),Karlsruhe/Baden-Baden (FKB),B738,8160,20:05,22:30,48.801,8.1,Ryanair,22
FR5185,Palma de Mallorca (PMI),Karlsruhe/Baden-Baden (FKB),B738,6720,20:35,22:40,48.801,8.1,Ryanair,22
AB6645,Berlin (TXL),Karlsruhe/Baden-Baden (FKB),DH8D,3360,21:20,22:45,48.801,8.1,Air Berlin,0
ST7652,Hamburg (HAM),Kassel (KSF),A319,2340,10:30,11:25,51.408,9.4,Germania,12
MB9345,Istanbul (IST),Leipzig (LEJ),A306,8340,22:20,00:15,51.424,12.2,MNG Airlines,0
MB223,Istanbul (SAW),Leipzig (LEJ),A306,8880,22:30,00:30,51.424,12.2,MNG Airlines,0
OS215,Vienna (VIE),Leipzig (LEJ),F70,3240,06:25,07:35,51.424,12.2,Austrian Airlines,8
EW72,Cologne (CGN),Leipzig (LEJ),A320,2520,06:40,07:40,51.424,12.2,Germanwings,8
LH154,Frankfurt (FRA),Leipzig (LEJ),CRJ9,2160,06:50,07:45,51.424,12.2,Lufthansa,8
4U9076,Dusseldorf (DUS),Leipzig (LEJ),A319,2460,06:50,07:50,51.424,12.2,Germanwings,8
4U2074,Stuttgart (STR),Leipzig (LEJ),A319,2820,06:55,07:55,51.424,12.2,Germanwings,8
LH2164,Munich (MUC),Leipzig (LEJ),CRJ9,2520,07:55,08:50,51.424,12.2,Lufthansa,8
XQ274,Antalya (AYT),Leipzig (LEJ),B738,10680,06:40,09:10,51.424,12.2,SunExpress,8
LH156,Frankfurt (FRA),Leipzig (LEJ),A319,2220,09:05,10:00,51.424,12.2,Lufthansa,10
EW6800,Palma de Mallorca (PMI),Leipzig (LEJ),A320,8760,09:40,12:00,51.424,12.2,Eurowings,12
PO956,Cincinnati (CVG),Leipzig (LEJ),B748,28980,-,-,51.424,12.2,Polar Air Cargo,10
TK1337,Istanbul (IST),Leipzig (LEJ),B737,8640,08:35,10:30,51.424,12.2,Turkish Airlines,10
XG3250,Varna (VAR),Leipzig (LEJ),B738,7380,09:50,11:20,51.424,12.2,SunExpress,10
HG7543,Palma de Mallorca (PMI),Leipzig (LEJ),B737,8340,09:05,11:30,51.424,12.2,Niki,12
DE1679,Corfu (CFU),Leipzig (LEJ),A321,7380,10:05,11:30,51.424,12.2,Condor,12
DE1527,Palma de Mallorca (PMI),Leipzig (LEJ),A321,8460,09:10,11:40,51.424,12.2,Condor,12
LH2166,Munich (MUC),Leipzig (LEJ),CRJ9,2400,11:40,12:35,51.424,12.2,Lufthansa,12
DE1657,Rhodes (RHO),Leipzig (LEJ),A321,10380,09:55,12:05,51.424,12.2,Condor,12
DE859,Antalya (AYT),Leipzig (LEJ),B753,10680,11:25,13:50,51.424,12.2,Condor,14
LH158,Frankfurt (FRA),Leipzig (LEJ),A319,2280,13:35,14:30,51.424,12.2,Lufthansa,14
LH2168,Munich (MUC),Leipzig (LEJ),CRJ9,2520,14:45,15:40,51.424,12.2,Lufthansa,16
